pair_ID,sentence_A,sentence_B,entailment_AB,entailment_BA
6378,A surfer is leaning on a surfboard,There is no surfer leaning on a surfboard,A_contradicts_B,B_contradicts_A
6379,A surfer is leaning the surfboard against a wall,A surfer is leaning on a surfboard,A_neutral_B,B_neutral_A
6380,The surfer is leaning on a surfboard,The man is wearing a wetsuit and is riding a surfboard,A_neutral_B,B_neutral_A
6381,There is no surfer leaning on a surfboard,The man is wearing a wetsuit and is riding a surfboard,A_neutral_B,B_neutral_A
6382,A surfer is leaning the surfboard against a wall,The man is wearing a wetsuit and is riding a surfboard,A_neutral_B,B_neutral_A
6383,A surfer is leaning on a surfboard,The person is wearing a wetsuit and is riding a surfboard,A_neutral_B,B_neutral_A
6384,The man is lying naked near a surfboard,A surfer is leaning on a surfboard,A_neutral_B,B_neutral_A
6385,The man is wearing a wetsuit and is riding a surfboard,A surfer is leaning on a surfboard,A_neutral_B,B_neutral_A
6386,A waterfall is flowing calmly into a shallow pool,A waterfall is flowing into a shallow pool,A_entails_B,B_neutral_A
6387,A waterfall is flowing out of a shallow pool,A waterfall is flowing into a shallow pool,A_neutral_B,B_neutral_A
6388,The people are walking on the road beside a beautiful waterfall,"The people are walking on the road beside a waterfall, which is beautiful",A_entails_B,B_entails_A
6389,The people are walking on the road beside a beautiful waterfall,The people are not walking on the road beside a beautiful waterfall,A_contradicts_B,B_contradicts_A
6390,A waterfall is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful",A_neutral_B,B_neutral_A
6391,A waterfall is flowing into a shallow pool,The people are not walking on the road beside a beautiful waterfall,A_neutral_B,B_neutral_A
6392,The people are walking on the road beside a beautiful waterfall,A waterfall is flowing calmly into a shallow pool,A_neutral_B,B_neutral_A
6393,A waterfall is flowing out of a shallow pool,The people are walking on the road beside a beautiful waterfall,A_neutral_B,B_neutral_A
6394,A waterfall is flowing into a shallow pool,The people are walking on the road beside a beautiful waterfall,A_neutral_B,B_neutral_A
6395,A dog is herding a group of white sheep on a dusty farm,A dog is herding a pack of white sheep on a dusty farm,A_entails_B,B_entails_A
6396,A dog is scattering a pack of white sheep on a dusty farm,A dog is herding a pack of white sheep on a dusty farm,A_contradicts_B,B_neutral_A
6397,A sheepdog is grouping a herd of sheep,The sheepdog is grouping a herd of sheep,A_entails_B,B_entails_A
6398,A sheepdog is dispersing a herd of sheep,A sheepdog is grouping a herd of sheep,A_contradicts_B,B_neutral_A
6399,The sheepdog is grouping a herd of sheep,A dog is herding a pack of white sheep on a dusty farm,A_neutral_B,B_neutral_A
6400,A dog is herding a pack of white sheep on a dusty farm,A sheepdog is dispersing a herd of sheep,A_neutral_B,B_neutral_A
6401,A sheepdog is grouping a herd of sheep,A dog is herding a group of white sheep on a dusty farm,A_neutral_B,B_neutral_A
6402,A sheepdog is grouping a herd of sheep,A dog is scattering a pack of white sheep on a dusty farm,A_neutral_B,B_neutral_A
6403,A sheepdog is grouping a herd of sheep,A dog is herding a pack of white sheep on a dusty farm,A_neutral_B,B_neutral_A
6404,"The male, who is dark skinned, is standing on one hand in front of a yellow building",The dark skinned male is standing on one hand in front of a yellow building,A_entails_B,B_entails_A
6405,The dark skinned male is standing on one hand in front of a yellow building,The dark skinned male is not standing on one hand in front of a yellow building,A_contradicts_B,B_contradicts_A
6406,A yellow palm is in front of a building and one dark skinned male is standing next to it,The dark skinned male is standing on one hand in front of a yellow building,A_neutral_B,B_neutral_A
6407,A black man is skillfully break dancing on the pavement,A black man is break dancing on the pavement,A_entails_B,B_neutral_A
6408,A black man is break dancing on the pavement,A black man is walking on the pavement,A_neutral_B,B_neutral_A
6409,The dark skinned male is standing on one hand in front of a yellow building,A black man is skillfully break dancing on the pavement,A_neutral_B,B_neutral_A
6410,A black man is walking on the pavement,The dark skinned male is standing on one hand in front of a yellow building,A_neutral_B,B_neutral_A
6411,"The male, who is dark skinned, is standing on one hand in front of a yellow building",A black man is break dancing on the pavement,A_neutral_B,B_neutral_A
6412,The dark skinned male is not standing on one hand in front of a yellow building,A black man is break dancing on the pavement,A_neutral_B,B_neutral_A
6413,A black man is break dancing on the pavement,A yellow palm is in front of a building and one dark skinned male is standing next to it,A_neutral_B,B_neutral_A
6414,A black man is break dancing on the pavement,The dark skinned male is standing on one hand in front of a yellow building,A_neutral_B,B_neutral_A
6415,A bike is being ridden by a person,A person is riding a bike,A_entails_B,B_entails_A
6416,There is no person riding a bike,A person is riding a bike,A_contradicts_B,B_contradicts_A
6417,"A person who rides bikes, in a black and red uniform, is standing on a dirt bike",A bike rider in a black and red uniform is standing on a dirt bike,A_entails_B,B_entails_A
6418,A bike rider in a black and red uniform is standing on a dirt bike,A bike rider in a black and red uniform is jumping down off a dirt bike,A_neutral_B,B_neutral_A
6419,A bike rider in a black and red uniform is standing on a dirt bike,A black bike rider in a red bike uniform is standing in the dirt,A_neutral_B,B_neutral_A
6420,A person is riding a bike,"A person who rides bikes, in a black and red uniform, is standing on a dirt bike",A_neutral_B,B_neutral_A
6421,A bike rider in a black and red uniform is jumping down off a dirt bike,A person is riding a bike,A_neutral_B,B_neutral_A
6422,A person is riding a bike,A black bike rider in a red bike uniform is standing in the dirt,A_neutral_B,B_neutral_A
6423,A bike is being ridden by a person,A bike rider in a black and red uniform is standing on a dirt bike,A_neutral_B,B_neutral_A
6424,There is no person riding a bike,A bike rider in a black and red uniform is standing on a dirt bike,A_neutral_B,B_neutral_A
6425,A person is riding a bike,A bike rider in a black and red uniform is standing on a dirt bike,A_neutral_B,B_neutral_A
6426,A man in a purple suit is standing by a purple case and is playing a guitar,A man in a purple colored suit is standing by a purple case and is playing a guitar,A_entails_B,B_entails_A
6427,A man in a purple suit is standing by a purple case and is playing a guitar,There is no man in a purple suit standing by a purple case and playing a guitar,A_contradicts_B,B_contradicts_A
6428,"The guitar is being played by the man, who has the guitar case open for donations",The man is playing the guitar and has the guitar case open for donations,A_entails_B,B_entails_A
6429,The man is playing the guitar and has the guitar case open for donations,The man is putting away the guitar in the guitar case,A_contradicts_B,B_contradicts_A
6430,The man is playing the guitar and has the guitar case open for donations,The man is opening the guitar for donations and plays with the case,A_neutral_B,B_contradicts_A
6431,"The guitar is being played by the man, who has the guitar case open for donations",A man in a purple suit is standing by a purple case and is playing a guitar,A_neutral_B,B_neutral_A
6432,A man in a purple suit is standing by a purple case and is playing a guitar,The man is putting away the guitar in the guitar case,A_neutral_B,B_neutral_A
6433,A man in a purple suit is standing by a purple case and is playing a guitar,The man is opening the guitar for donations and plays with the case,A_neutral_B,B_contradicts_A
6434,A man in a purple colored suit is standing by a purple case and is playing a guitar,The man is playing the guitar and has the guitar case open for donations,A_neutral_B,B_neutral_A
6435,The man is playing the guitar and has the guitar case open for donations,There is no man in a purple suit standing by a purple case and playing a guitar,A_neutral_B,B_neutral_A
6436,A man in a purple suit is standing by a purple case and is playing a guitar,The man is playing the guitar and has the guitar case open for donations,A_neutral_B,B_neutral_A
6437,Two adults are sitting in the chairs and are watching the ocean,Some adults are sitting in the chairs and are watching the ocean,A_entails_B,B_entails_A
6438,Nobody is sitting in the chairs and watching the ocean,Two adults are sitting in the chairs and are watching the ocean,A_contradicts_B,B_contradicts_A
6439,A couple is sitting on a patio and is staring at the ocean,A couple is sitting on a patio and looking at the ocean,A_entails_B,B_entails_A
6440,A couple is standing on a patio and looking at the sky,A couple is sitting on a patio and looking at the ocean,A_contradicts_B,B_neutral_A
6441,A couple is sitting on a patio and is staring at the ocean,Two adults are sitting in the chairs and are watching the ocean,A_neutral_B,B_neutral_A
6442,A couple is standing on a patio and looking at the sky,Two adults are sitting in the chairs and are watching the ocean,A_neutral_B,B_neutral_A
6443,A couple is sitting on a patio and looking at the ocean,Some adults are sitting in the chairs and are watching the ocean,A_neutral_B,B_neutral_A
6444,Nobody is sitting in the chairs and watching the ocean,A couple is sitting on a patio and looking at the ocean,A_contradicts_B,B_neutral_A
6445,A couple is sitting on a patio and looking at the ocean,Two adults are sitting in the chairs and are watching the ocean,A_neutral_B,B_neutral_A
6446,"A small boy in a shirt, which is yellow, is laughing on the beach",A small boy in a yellow shirt is laughing on the beach,A_entails_B,B_entails_A
